8.0,6.796604
8.29,7.9629335
7.1,6.5593953
7.37,6.171389
8.77,8.771131
8.34,7.4784236
3.49,4.027357
5.0,4.7504478
4.7,4.8300447
8.36,8.962844
9.11,7.263711
5.62,6.219432
7.96,7.421647
3.74,4.1484265
7.37,6.1084375
8.0,6.9012766
5.05,6.2706494
5.59,7.398927
8.4,7.429069
8.64,8.447077
8.82,8.289855
4.35,5.980099
7.0,6.349405
7.89,5.7120686
3.93,5.5475087
8.05,7.698763
10.96,10.31278
6.4,6.6872454
9.64,8.592581
2.89,3.449638
3.4,6.240947
7.72,7.2786813
6.82,6.312439
6.07,5.10171
5.11,5.9472904
7.36,7.464535
7.62,8.106544
8.38,6.917345
5.82,6.116032
5.1,5.30949
6.7,5.4398894
3.18,5.0753174
8.83,8.396933
5.32,5.6418796
11.42,8.044683
4.54,4.3106637
8.82,8.243301
6.11,6.3151937
5.31,4.962183
5.4,7.49216
3.96,5.1569223
5.92,7.693372
8.96,7.7252493
9.74,7.330412
5.57,5.3277125
5.96,6.412461
6.11,6.656904
7.13,6.556937
5.52,5.104596
6.85,7.47469
4.11,4.6218376
3.3,4.9915166
5.49,7.26932
7.19,6.6413364
4.48,5.511404
10.57,9.787371
5.74,5.9027147
3.21,5.464985
10.07,8.648815
8.08,7.4375877
6.64,6.9003
4.77,6.246802
8.3,6.410186
4.6,4.9346876
4.6,5.0833344
5.91,4.9076014
9.22,7.76047
7.74,7.057019
6.3,5.703053
9.55,6.827552
9.22,7.022847
8.7,7.2513885
7.12,5.6567354
4.82,5.66094
9.48,7.7838125
5.32,3.907136
8.14,7.7041755
7.3,7.1034727
2.22,4.0346594
6.43,7.036934
5.77,4.798208
6.0,6.145355
5.68,6.435454
6.82,5.75894
8.1,7.615971
4.3,5.998277
3.89,4.7771654
6.1,5.4956923
7.22,5.107816
5.66,6.5419993
7.94,7.4555335
7.15,5.881786
4.82,5.5317574
3.59,4.207261
3.9,5.587727
4.92,5.3096266
7.7,5.0565176
9.52,7.850764
11.4,10.289187
11.57,10.609389
7.43,5.7909837
6.0,7.312288
8.4,7.849338
6.62,7.733384
5.57,7.4138355
6.52,6.3360863
4.79,4.5724535
8.52,5.841662
5.64,6.1862607
7.25,6.7943935
8.4,7.5561943
6.1,5.267396
6.58,6.5544004
10.1,7.914948
7.2,7.1316094
5.85,6.446258
7.62,7.4296923
8.34,9.266356
7.48,5.0668364
4.47,4.917934
5.85,6.957365
6.89,6.06171
3.72,5.1730647
7.8,8.407947
4.52,4.639139
6.79,4.443346
5.64,5.246752
4.0,5.9819365
6.51,6.624101
7.7,7.303682
8.4,6.1348124
3.52,4.8170238
7.51,8.342529
6.07,4.7684817
9.4,7.2920036
5.12,6.903619
3.96,6.898377
6.93,6.0869403
7.96,6.8035197
5.02,4.99467
6.46,5.5131783
6.8,6.7154045
5.92,5.077457
11.3,8.897405
8.7,8.022615
6.84,7.443888
8.13,6.6405
6.52,6.4620132
4.12,5.2002425
2.66,4.4996505
6.15,6.4173837
5.4,5.4652414
6.07,6.3827405
6.64,6.4520054
6.49,6.1642084
9.42,7.745282
8.15,4.759224
5.49,9.529265
4.52,6.3514667
5.7,4.525937
7.2,5.48849
8.8,9.981944
4.6,5.0952673
4.77,6.8985453
6.6,5.8499403
5.99,4.965382
6.3,7.4633436
4.88,6.1855288
4.72,5.414426
7.46,6.8459773
7.6,7.055522
6.07,5.4171834
3.48,4.398925
2.0,4.5142736
7.82,7.2022066
2.59,4.22655
5.89,5.7622466
4.47,7.239217
6.52,5.2874804
7.02,7.497244
5.74,6.710148
5.48,7.2052417
4.28,6.2189975
3.61,5.4763303
8.36,7.645324
4.7,4.2191167
5.62,6.20588
5.36,6.042698
10.06,10.044204
4.89,5.612122
6.74,7.948933
5.36,6.790552
2.52,4.6881394
2.44,4.523507
8.52,7.2068596
3.85,3.0178497
8.43,6.8839736
4.75,5.5932484
4.7,4.4463143
3.78,5.910525
9.27,7.9144373
4.76,6.368007
6.46,5.9454603
6.74,6.8470783
8.0,7.8833656
5.11,6.9084086
7.25,6.179089
9.1,9.750232
4.18,5.7426987
5.65,6.030066
3.24,5.562729
4.2,5.3103843
5.25,5.295973
7.08,5.796752
5.59,5.5486493
11.3,10.48801
6.79,7.605035
6.26,7.6155615
6.4,4.967204
8.28,6.618716
9.12,9.894684
9.0,8.564607
4.63,4.5794964
5.02,5.7680507
4.93,5.758573
8.22,7.7954626
8.57,7.853496
8.89,7.987078
4.6,5.9974623
5.96,6.6002965
9.08,6.7169456
7.41,7.6333456
8.3,8.081009
3.23,5.4682946
4.85,5.272015
8.7,7.608218
4.62,4.935239
8.3,6.2549233
2.92,4.426748
7.28,6.8298965
7.55,7.0464306
4.73,4.8208966
3.0,4.4258056
3.33,3.8562698
3.34,3.8822203
3.14,3.5554144
6.25,7.9435744
2.76,3.6371996
4.42,4.590535
3.12,4.719388
9.71,6.7830596
7.0,5.54794
9.24,7.0819554
7.12,6.872756
8.03,7.822181
6.74,6.8629603
6.74,6.603706
4.57,4.006642
6.57,6.4243464
4.59,5.4415092
8.22,8.25457
5.12,5.397809
5.15,5.1717796
7.92,7.3631425
8.92,9.688724
4.85,4.825224
3.32,3.5171611
3.99,4.230017
7.17,7.657802
3.86,6.2973447
5.24,5.57472
5.62,4.724985
4.61,5.290181
3.39,5.3083963
5.73,6.0794454
5.04,4.112999
3.0,4.9405107
7.82,8.376755
6.56,6.6861873
3.39,4.7679176
3.35,4.689176
10.36,8.164671
8.15,7.1274443
6.63,6.1945043
6.47,6.4102254
7.71,6.7833176
2.96,3.627035
5.96,5.9442983
4.03,3.8054013
4.19,4.4803863
6.97,6.4737372
7.26,7.798405
5.24,6.3527703
5.56,7.0822196
3.69,5.4224496
4.85,5.988009
7.04,7.4866757
4.8,5.457076
5.55,5.0846148
7.66,7.3467994
5.11,5.040451
5.92,5.1328874
7.64,5.888128
6.0,4.8619585
6.87,6.0336704
5.85,6.273107
5.48,5.918526
7.62,6.5780964
8.02,6.358715
3.76,3.5540235
10.42,8.499494
8.82,8.265133
6.63,6.8455067
9.07,7.5795374
4.07,5.254003
9.03,9.153195
9.49,8.737922
8.02,6.7774944
10.37,9.363163
10.52,6.4896936
8.33,8.05306
8.0,6.1703835
6.6,6.501361
6.69,5.7504363
5.49,5.716417
